,id,title,categories,abstract,doi,created,updated,authors,pdf_url
175,2210.07839,contrastive audio-visual masked autoencoder,cs.mm cs.cv cs.sd eess.as,"in this paper, we first extend the recent masked auto-encoder (mae) model from a single modality to audio-visual multi-modalities. subsequently, we propose the contrastive audio-visual masked auto-encoder (cav-mae) by combining contrastive learning and masked data modeling, two major self-supervised learning frameworks, to learn a joint and coordinated audio-visual representation. our experiments show that the contrastive audio-visual correspondence learning objective not only enables the model to perform audio-visual retrieval tasks, but also helps the model learn a better joint representation. as a result, our fully self-supervised pretrained cav-mae achieves a new sota accuracy of 65.9% on vggsound, and is comparable with the previous best supervised pretrained model on audioset in the audio-visual event classification task. code and pretrained models are at https://github.com/yuangongnd/cav-mae.",,2022-10-02,2023-04-11,"['yuan gong', 'andrew rouditchenko', 'alexander h. liu', 'david harwath', 'leonid karlinsky', 'hilde kuehne', 'james glass']",https://arxiv.org/pdf/2210.07839.pdf
176,2210.08659,anticipatory fleet repositioning for shared-use autonomous mobility   services: an optimization and learning-based approach,eess.sy cs.ai cs.cy cs.sy,"the development of mobility-on-demand services, rich transportation data sources, and autonomous vehicles (avs) creates significant opportunities for shared-use av mobility services (samss) to provide accessible and demand-responsive personal mobility. sams fleet operation involves multiple interrelated decisions, with a primary focus on efficiently fulfilling passenger ride requests with a high level of service quality. this paper focuses on improving the efficiency and service quality of a sams vehicle fleet via anticipatory repositioning of idle vehicles. the rebalancing problem is formulated as a markov decision process, which we propose solving using an advantage actor critic (a2c) reinforcement learning-based method. the proposed approach learns a rebalancing policy that anticipates future demand and cooperates with an optimization-based assignment strategy. the approach allows for centralized repositioning decisions and can handle large vehicle fleets since the problem size does not change with the fleet size. using new york city taxi data and an agent-based simulation tool, two versions of the a2c av repositioning approach are tested. the first version, a2c-avr(a), learns to anticipate future demand based on past observations, while the second, a2c-avr(b), uses demand forecasts. the models are compared to an optimization-based rebalancing approach and show significant reduction in mean passenger waiting times, with a slightly increased percentage of empty fleet miles travelled. the experiments demonstrate the model's ability to anticipate future demand and its transferability to cases unseen at the training stage.",,2022-10-16,2023-04-12,"['monika filipovska', 'michael hyland', 'haimanti bala']",https://arxiv.org/pdf/2210.08659.pdf
177,2210.08711,continuous pseudo-labeling from the start,cs.lg,"self-training (st), or pseudo-labeling has sparked significant interest in the automatic speech recognition (asr) community recently because of its success in harnessing unlabeled data. unlike prior semi-supervised learning approaches that relied on iteratively regenerating pseudo-labels (pls) from a trained model and using them to train a new model, recent state-of-the-art methods perform `continuous training' where pls are generated using a very recent version of the model being trained. nevertheless, these approaches still rely on bootstrapping the st using an initial supervised learning phase where the model is trained on labeled data alone. we believe this has the potential for over-fitting to the labeled dataset in low resource settings and that st from the start of training should reduce over-fitting. in this paper we show how we can do this by dynamically controlling the evolution of pls during the training process in asr. to the best of our knowledge, this is the first study that shows the feasibility of generating pls from the very start of the training. we are able to achieve this using two techniques that avoid instabilities which lead to degenerate models that do not generalize. firstly, we control the evolution of pls through a curriculum that uses the online changes in pls to control the membership of the cache of pls and improve generalization. secondly, we find that by sampling transcriptions from the predictive distribution, rather than only using the best transcription, we can stabilize training further. with these techniques, our st models match prior works without an external language model.",,2022-10-16,2023-04-07,"['dan berrebbi', 'ronan collobert', 'samy bengio', 'navdeep jaitly', 'tatiana likhomanenko']",https://arxiv.org/pdf/2210.08711.pdf
178,2210.09014,addressing contingency in algorithmic (mis)information classification:   toward a responsible machine learning agenda,cs.cy cs.ai cs.lg cs.si,"machine learning (ml) enabled classification models are becoming increasingly popular for tackling the sheer volume and speed of online misinformation and other content that could be identified as harmful. in building these models, data scientists need to take a stance on the legitimacy, authoritativeness and objectivity of the sources of ``truth"" used for model training and testing. this has political, ethical and epistemic implications which are rarely addressed in technical papers. despite (and due to) their reported high accuracy and performance, ml-driven moderation systems have the potential to shape online public debate and create downstream negative impacts such as undue censorship and the reinforcing of false beliefs. using collaborative ethnography and theoretical insights from social studies of science and expertise, we offer a critical analysis of the process of building ml models for (mis)information classification: we identify a series of algorithmic contingencies--key moments during model development that could lead to different future outcomes, uncertainty and harmful effects as these tools are deployed by social media platforms. we conclude by offering a tentative path toward reflexive and responsible development of ml tools for moderating misinformation and other harmful content online.",,2022-10-05,2023-04-13,"['andrés domínguez hernández', 'richard owen', 'dan saattrup nielsen', 'ryan mcconville']",https://arxiv.org/pdf/2210.09014.pdf
179,2210.10914,prophet attention: predicting attention with future attention for image   captioning,cs.cv cs.cl,"recently, attention based models have been used extensively in many sequence-to-sequence learning systems. especially for image captioning, the attention based models are expected to ground correct image regions with proper generated words. however, for each time step in the decoding process, the attention based models usually use the hidden state of the current input to attend to the image regions. under this setting, these attention models have a ""deviated focus"" problem that they calculate the attention weights based on previous words instead of the one to be generated, impairing the performance of both grounding and captioning. in this paper, we propose the prophet attention, similar to the form of self-supervision. in the training stage, this module utilizes the future information to calculate the ""ideal"" attention weights towards image regions. these calculated ""ideal"" weights are further used to regularize the ""deviated"" attention. in this manner, image regions are grounded with the correct words. the proposed prophet attention can be easily incorporated into existing image captioning models to improve their performance of both grounding and captioning. the experiments on the flickr30k entities and the mscoco datasets show that the proposed prophet attention consistently outperforms baselines in both automatic metrics and human evaluations. it is worth noticing that we set new state-of-the-arts on the two benchmark datasets and achieve the 1st place on the leaderboard of the online mscoco benchmark in terms of the default ranking score, i.e., cider-c40.",,2022-10-19,2023-04-11,"['fenglin liu', 'xuancheng ren', 'xian wu', 'wei fan', 'yuexian zou', 'xu sun']",https://arxiv.org/pdf/2210.10914.pdf
180,2210.11200,removing grid structure in angle-resolved photoemission spectra via deep   learning method,cond-mat.mtrl-sci cs.lg physics.data-an,"spectroscopic data may often contain unwanted extrinsic signals. for example, in arpes experiment, a wire mesh is typically placed in front of the ccd to block stray photo-electrons, but could cause a grid-like structure in the spectra during quick measurement mode. in the past, this structure was often removed using the mathematical fourier filtering method by erasing the periodic structure. however, this method may lead to information loss and vacancies in the spectra because the grid structure is not strictly linearly superimposed. here, we propose a deep learning method to effectively overcome this problem. our method takes advantage of the self-correlation information within the spectra themselves and can greatly optimize the quality of the spectra while removing the grid structure and noise simultaneously. it has the potential to be extended to all spectroscopic measurements to eliminate other extrinsic signals and enhance the spectral quality based on the self-correlation of the spectra solely.",10.1103/physrevb.107.165106,2022-10-20,,"['junde liu', 'dongchen huang', 'yi-feng yang', 'tian qian']",https://arxiv.org/pdf/2210.11200.pdf
181,2210.11452,global convergence of sgd on two layer neural nets,cs.lg math.oc stat.ml,"in this note we demonstrate provable convergence of sgd to the global minima of appropriately regularized $\ell_2-$empirical risk of depth $2$ nets -- for arbitrary data and with any number of gates, if they are using adequately smooth and bounded activations like sigmoid and tanh. we build on the results in [1] and leverage a constant amount of frobenius norm regularization on the weights, along with sampling of the initial weights from an appropriate distribution. we also give a continuous time sgd convergence result that also applies to smooth unbounded activations like softplus. our key idea is to show the existence loss functions on constant sized neural nets which are ""villani functions"". [1] bin shi, weijie j. su, and michael i. jordan. on learning rates and schr\""odinger operators, 2020. arxiv:2004.06977",,2022-10-20,2023-04-08,"['pulkit gopalani', 'anirbit mukherjee']",https://arxiv.org/pdf/2210.11452.pdf
182,2210.13634,vitruvio: 3d building meshes via single perspective sketches,cs.cv cs.ai cs.gr cs.hc,"today's architectural engineering and construction (aec) software require a learning curve to generate a three-dimension building representation. this limits the ability to quickly validate the volumetric implications of an initial design idea communicated via a single sketch. allowing designers to translate a single sketch to a 3d building will enable owners to instantly visualize 3d project information without the cognitive load required. if previous state-of-the-art (sota) data-driven methods for single view reconstruction (svr) showed outstanding results in the reconstruction process from a single image or sketch, they lacked specific applications, analysis, and experiments in the aec. therefore, this research addresses this gap, introducing the first deep learning method focused only on buildings that aim to convert a single sketch to a 3d building mesh: vitruvio. vitruvio adapts occupancy network for svr tasks on a specific building dataset (manhattan 1k). this adaptation brings two main improvements. first, it accelerates the inference process by more than 26% (from 0.5s to 0.37s). second, it increases the reconstruction accuracy (measured by the chamfer distance) by 18%. during this adaptation in the aec domain, we evaluate the effect of the building orientation in the learning procedure since it constitutes an important design factor. while aligning all the buildings to a canonical pose improved the overall quantitative metrics, it did not capture fine-grain details in more complex building shapes (as shown in our qualitative analysis). finally, vitruvio outputs a 3d-printable building mesh with arbitrary topology and genus from a single perspective sketch, providing a step forward to allow owners and designers to communicate 3d information via a 2d, effective, intuitive, and universal communication medium: the sketch.",,2022-10-24,2023-04-11,"['alberto tono', 'heyaojing huang', 'ashwin agrawal', 'martin fischer']",https://arxiv.org/pdf/2210.13634.pdf
183,2210.14386,moment estimation for nonparametric mixture models through implicit   tensor decomposition,math.na cs.na stat.ml,"we present an alternating least squares type numerical optimization scheme to estimate conditionally-independent mixture models in $\mathbb{r}^n$, without parameterizing the distributions. following the method of moments, we tackle an incomplete tensor decomposition problem to learn the mixing weights and componentwise means. then we compute the cumulative distribution functions, higher moments and other statistics of the component distributions through linear solves. crucially for computations in high dimensions, the steep costs associated with high-order tensors are evaded, via the development of efficient tensor-free operations. numerical experiments demonstrate the competitive performance of the algorithm, and its applicability to many models and applications. furthermore we provide theoretical analyses, establishing identifiability from low-order moments of the mixture and guaranteeing local linear convergence of the als algorithm.",,2022-10-25,2023-04-09,"['yifan zhang', 'joe kileel']",https://arxiv.org/pdf/2210.14386.pdf
184,2210.14889,perfectly secure steganography using minimum entropy coupling,cs.cr cs.ai cs.mm,"steganography is the practice of encoding secret information into innocuous content in such a manner that an adversarial third party would not realize that there is hidden meaning. while this problem has classically been studied in security literature, recent advances in generative models have led to a shared interest among security and machine learning researchers in developing scalable steganography techniques. in this work, we show that a steganography procedure is perfectly secure under cachin (1998)'s information theoretic-model of steganography if and only if it is induced by a coupling. furthermore, we show that, among perfectly secure procedures, a procedure is maximally efficient if and only if it is induced by a minimum entropy coupling. these insights yield what are, to the best of our knowledge, the first steganography algorithms to achieve perfect security guarantees with non-trivial efficiency; additionally, these algorithms are highly scalable. to provide empirical validation, we compare a minimum entropy coupling-based approach to three modern baselines -- arithmetic coding, meteor, and adaptive dynamic grouping -- using gpt-2, wavernn, and image transformer as communication channels. we find that the minimum entropy coupling-based approach achieves superior encoding efficiency, despite its stronger security constraints. in aggregate, these results suggest that it may be natural to view information-theoretic steganography through the lens of minimum entropy coupling.",,2022-10-24,2023-04-11,"['christian schroeder de witt', 'samuel sokota', 'j. zico kolter', 'jakob foerster', 'martin strohmeier']",https://arxiv.org/pdf/2210.14889.pdf
185,2210.14891,broken neural scaling laws,cs.lg cs.ai,"we present a smoothly broken power law functional form (referred to by us as a broken neural scaling law (bnsl)) that accurately models and extrapolates the scaling behaviors of deep neural networks (i.e. how the evaluation metric of interest varies as the amount of compute used for training, number of model parameters, training dataset size, model input size, number of training steps, or upstream performance varies) for various architectures and for each of various tasks within a large and diverse set of upstream and downstream tasks, in zero-shot, prompted, and fine-tuned settings. this set includes large-scale vision, language, audio, video, diffusion, generative modeling, multimodal learning, contrastive learning, ai alignment, robotics, out-of-distribution (ood) generalization, continual learning, transfer learning, uncertainty estimation / calibration, out-of-distribution detection, adversarial robustness, distillation, sparsity, retrieval, quantization, pruning, fairness, molecules, computer programming/coding, math word problems, ""emergent"" ""phase transitions / changes"", arithmetic, unsupervised/self-supervised learning, & reinforcement learning (single agent & multi-agent). when compared to other functional forms for neural scaling behavior, this functional form yields extrapolations of scaling behavior that are considerably more accurate on this set. moreover, this functional form accurately models & extrapolates scaling behavior that other functional forms are incapable of expressing such as the non-monotonic transitions present in the scaling behavior of phenomena such as double descent & the delayed, sharp inflection points present in the scaling behavior of tasks such as arithmetic. lastly, we use this functional form to glean insights about the limit of the predictability of scaling behavior. code is available at https://github.com/ethancaballero/broken_neural_scaling_laws",,2022-10-26,2023-04-10,"['ethan caballero', 'kshitij gupta', 'irina rish', 'david krueger']",https://arxiv.org/pdf/2210.14891.pdf
186,2210.16193,m3fgm:a node masking and multi-granularity message passing-based   federated graph model for spatial-temporal data prediction,cs.lg cs.ai,"researchers are solving the challenges of spatial-temporal prediction by combining federated learning (fl) and graph models with respect to the constrain of privacy and security. in order to make better use of the power of graph model, some researchs also combine split learning(sl). however, there are still several issues left unattended: 1) clients might not be able to access the server during inference phase; 2) the graph of clients designed manually in the server model may not reveal the proper relationship between clients. this paper proposes a new gnn-oriented split federated learning method, named node {\bfseries m}asking and {\bfseries m}ulti-granularity {\bfseries m}essage passing-based federated graph model (m$^3$fgm) for the above issues. for the first issue, the server model of m$^3$fgm employs a masknode layer to simulate the case of clients being offline. we also redesign the decoder of the client model using a dual-sub-decoders structure so that each client model can use its local data to predict independently when offline. as for the second issue, a new gnn layer named multi-granularity message passing (mgmp) layer enables each client node to perceive global and local information. we conducted extensive experiments in two different scenarios on two real traffic datasets. results show that m$^3$fgm outperforms the baselines and variant models, achieves the best results in both datasets and scenarios.",,2022-10-27,2023-04-12,"['yuxing tian', 'zheng liu', 'yanwen qu', 'song li', 'jiachi luo']",https://arxiv.org/pdf/2210.16193.pdf
187,2210.16307,investigation of chemical structure recognition by encoder-decoder   models in learning progress,physics.chem-ph cs.lg q-bio.bm,"descriptor generation methods using latent representations of encoder$-$decoder (ed) models with smiles as input are useful because of the continuity of descriptor and restorability to the structure. however, it is not clear how the structure is recognized in the learning progress of ed models. in this work, we created ed models of various learning progress and investigated the relationship between structural information and learning progress. we showed that compound substructures were learned early in ed models by monitoring the accuracy of downstream tasks and input$-$output substructure similarity using substructure$-$based descriptors, which suggests that existing evaluation methods based on the accuracy of downstream tasks may not be sensitive enough to evaluate the performance of ed models with smiles as descriptor generation methods. on the other hand, we showed that structure restoration was time$-$consuming, and in particular, insufficient learning led to the estimation of a larger structure than the actual one. it can be inferred that determining the endpoint of the structure is a difficult task for the model. to our knowledge, this is the first study to link the learning progress of smiles by ed model to chemical structures for a wide range of chemicals.",10.1021/acs.jcim.2c00765,2022-10-24,2023-03-07,"['shumpei nemoto', 'tadahaya mizuno', 'hiroyuki kusuhara']",https://arxiv.org/pdf/2210.16307.pdf
188,2210.17051,accelerating carbon capture and storage modeling using fourier neural   operators,cs.lg physics.flu-dyn,"carbon capture and storage (ccs) is an important strategy for reducing carbon dioxide emissions and mitigating climate change. we consider the storage aspect of ccs, which involves injecting carbon dioxide into underground reservoirs. this requires accurate and high-resolution predictions of carbon dioxide plume migration and reservoir pressure buildup. however, such modeling is challenging at scale due to the high computational costs of existing numerical methods. we introduce a novel machine learning approach for four-dimensional spatial-temporal modeling, which speeds up predictions nearly 700,000 times compared to existing methods. it provides highly accurate predictions under diverse reservoir conditions, geological heterogeneity, and injection schemes. our framework, nested fourier neural operator (fno), learns the solution operator for the family of partial differential equations governing the carbon dioxide-water multiphase flow. it uses a hierarchy of fno models to produce outputs at different refinement levels. thus, our approach enables unprecedented real-time high-resolution modeling for carbon dioxide storage.",10.1039/d2ee04204e,2022-10-31,,"['gege wen', 'zongyi li', 'qirui long', 'kamyar azizzadenesheli', 'anima anandkumar', 'sally m. benson']",https://arxiv.org/pdf/2210.17051.pdf
189,2211.00024,a robust estimator of mutual information for deep learning   interpretability,physics.data-an astro-ph.im cs.lg,"we develop the use of mutual information (mi), a well-established metric in information theory, to interpret the inner workings of deep learning models. to accurately estimate mi from a finite number of samples, we present gmm-mi (pronounced $``$jimmie$""$), an algorithm based on gaussian mixture models that can be applied to both discrete and continuous settings. gmm-mi is computationally efficient, robust to the choice of hyperparameters and provides the uncertainty on the mi estimate due to the finite sample size. we extensively validate gmm-mi on toy data for which the ground truth mi is known, comparing its performance against established mutual information estimators. we then demonstrate the use of our mi estimator in the context of representation learning, working with synthetic data and physical datasets describing highly non-linear processes. we train deep learning models to encode high-dimensional data within a meaningful compressed (latent) representation, and use gmm-mi to quantify both the level of disentanglement between the latent variables, and their association with relevant physical quantities, thus unlocking the interpretability of the latent representation. we make gmm-mi publicly available.",10.1088/2632-2153/acc444,2022-10-31,2023-03-23,"['davide piras', 'hiranya v. peiris', 'andrew pontzen', 'luisa lucie-smith', 'ningyuan guo', 'brian nord']",https://arxiv.org/pdf/2211.00024.pdf
190,2211.01280,an exponentially converging particle method for the mixed nash   equilibrium of continuous games,math.oc cs.gt cs.lg,"we consider the problem of computing mixed nash equilibria of two-player zero-sum games with continuous sets of pure strategies and with first-order access to the payoff function. this problem arises for example in game-theory-inspired machine learning applications, such as distributionally-robust learning. in those applications, the strategy sets are high-dimensional and thus methods based on discretisation cannot tractably return high-accuracy solutions.   in this paper, we introduce and analyze a particle-based method that enjoys guaranteed local convergence for this problem. this method consists in parametrizing the mixed strategies as atomic measures and applying proximal point updates to both the atoms' weights and positions. it can be interpreted as a time-implicit discretization of the ""interacting"" wasserstein-fisher-rao gradient flow.   we prove that, under non-degeneracy assumptions, this method converges at an exponential rate to the exact mixed nash equilibrium from any initialization satisfying a natural notion of closeness to optimality. we illustrate our results with numerical experiments and discuss applications to max-margin and distributionally-robust classification using two-layer neural networks, where our method has a natural interpretation as a simultaneous training of the network's weights and of the adversarial distribution.",,2022-11-02,2023-04-13,"['guillaume wang', 'lénaïc chizat']",https://arxiv.org/pdf/2211.01280.pdf
191,2211.01562,pinto: faithful language reasoning using prompt-generated rationales,cs.cl,"neural language models (lms) have achieved impressive results on various language-based reasoning tasks by utilizing latent knowledge encoded in their own pretrained parameters. to make this reasoning process more explicit, recent works retrieve a rationalizing lm's internal knowledge by training or prompting it to generate free-text rationales, which can be used to guide task predictions made by either the same lm or a separate reasoning lm. however, rationalizing lms require expensive rationale annotation and/or computation, without any assurance that their generated rationales improve lm task performance or faithfully reflect lm decision-making. in this paper, we propose pinto, an lm pipeline that rationalizes via prompt-based learning, and learns to faithfully reason over rationales via counterfactual regularization. first, pinto maps out a suitable reasoning process for the task input by prompting a frozen rationalizing lm to generate a free-text rationale. second, pinto's reasoning lm is fine-tuned to solve the task using the generated rationale as context, while regularized to output less confident predictions when the rationale is perturbed. across four datasets, we show that pinto significantly improves the generalization ability of the reasoning lm, yielding higher performance on both in-distribution and out-of-distribution test sets. also, we find that pinto's rationales are more faithful to its task predictions than those generated by competitive baselines.",,2022-11-02,2023-04-06,"['peifeng wang', 'aaron chan', 'filip ilievski', 'muhao chen', 'xiang ren']",https://arxiv.org/pdf/2211.01562.pdf
192,2211.01668,quantum similarity testing with convolutional neural networks,quant-ph cs.lg,"the task of testing whether two uncharacterized quantum devices behave in the same way is crucial for benchmarking near-term quantum computers and quantum simulators, but has so far remained open for continuous-variable quantum systems. in this letter, we develop a machine learning algorithm for comparing unknown continuous variable states using limited and noisy data. the algorithm works on non-gaussian quantum states for which similarity testing could not be achieved with previous techniques. our approach is based on a convolutional neural network that assesses the similarity of quantum states based on a lower-dimensional state representation built from measurement data. the network can be trained offline with classically simulated data from a fiducial set of states sharing structural similarities with the states to be tested, or with experimental data generated by measurements on the fiducial states, or with a combination of simulated and experimental data. we test the performance of the model on noisy cat states and states generated by arbitrary selective number-dependent phase gates. our network can also be applied to the problem of comparing continuous variable states across different experimental platforms, with different sets of achievable measurements, and to the problem of experimentally testing whether two states are equivalent up to gaussian unitary transformations.",,2022-11-03,2023-04-13,"['ya-dong wu', 'yan zhu', 'ge bai', 'yuexuan wang', 'giulio chiribella']",https://arxiv.org/pdf/2211.01668.pdf
193,2211.02165,twenty-five years of advances in beamforming: from convex and nonconvex   optimization to learning techniques,eess.sp cs.it math.it,"beamforming is a signal processing technique to steer, shape, and focus an electromagnetic wave using an array of sensors toward a desired direction. it has been used in several engineering applications such as radar, sonar, acoustics, astronomy, seismology, medical imaging, and communications. with the advances in multi-antenna technologies largely for radar and communications, there has been a great interest on beamformer design mostly relying on convex/nonconvex optimization. recently, machine learning is being leveraged for obtaining attractive solutions to more complex beamforming problems. this article captures the evolution of beamforming in the last twenty-five years from convex-to-nonconvex optimization and optimization-to-learning approaches. it provides a glimpse of this important signal processing technique into a variety of transmit-receive architectures, propagation zones, paths, and conventional/emerging applications.",10.1109/msp.2023.3262366,2022-11-03,2023-03-22,"['ahmet m. elbir', 'kumar vijay mishra', 'sergiy a. vorobyov', 'robert w. heath']",https://arxiv.org/pdf/2211.02165.pdf
194,2211.02763,bayesian learning of causal structure and mechanisms with gflownets and   variational bayes,cs.lg stat.ml,"bayesian causal structure learning aims to learn a posterior distribution over directed acyclic graphs (dags), and the mechanisms that define the relationship between parent and child variables. by taking a bayesian approach, it is possible to reason about the uncertainty of the causal model. the notion of modelling the uncertainty over models is particularly crucial for causal structure learning since the model could be unidentifiable when given only a finite amount of observational data. in this paper, we introduce a novel method to jointly learn the structure and mechanisms of the causal model using variational bayes, which we call variational bayes-dag-gflownet (vbg). we extend the method of bayesian causal structure learning using gflownets to learn not only the posterior distribution over the structure, but also the parameters of a linear-gaussian model. our results on simulated data suggest that vbg is competitive against several baselines in modelling the posterior over dags and mechanisms, while offering several advantages over existing methods, including the guarantee to sample acyclic graphs, and the flexibility to generalize to non-linear causal mechanisms.",,2022-11-04,2023-04-08,"['mizu nishikawa-toomey', 'tristan deleu', 'jithendaraa subramanian', 'yoshua bengio', 'laurent charlin']",https://arxiv.org/pdf/2211.02763.pdf
195,2211.02947,prototypical quadruplet for few-shot class incremental learning,cs.cv cs.lg,"scarcity of data and incremental learning of new tasks pose two major bottlenecks for many modern computer vision algorithms. the phenomenon of catastrophic forgetting, i.e., the model's inability to classify previously learned data after training with new batches of data, is a major challenge. conventional methods address catastrophic forgetting while compromising the current session's training. generative replay-based approaches, such as generative adversarial networks (gans), have been proposed to mitigate catastrophic forgetting, but training gans with few samples may lead to instability. to address these challenges, we propose a novel method that improves classification robustness by identifying a better embedding space using an improved contrasting loss. our approach retains previously acquired knowledge in the embedding space, even when trained with new classes, by updating previous session class prototypes to represent the true class mean, which is crucial for our nearest class mean classification strategy. we demonstrate the effectiveness of our method by showing that the embedding space remains intact after training the model with new classes and outperforms existing state-of-the-art algorithms in terms of accuracy across different sessions.",,2022-11-05,2023-04-08,"['sanchar palit', 'biplab banerjee', 'subhasis chaudhuri']",https://arxiv.org/pdf/2211.02947.pdf
196,2211.04339,toward adaptive semantic communications: efficient data transmission via   online learned nonlinear transform source-channel coding,cs.it cs.lg eess.sp math.it,"the emerging field semantic communication is driving the research of end-to-end data transmission. by utilizing the powerful representation ability of deep learning models, learned data transmission schemes have exhibited superior performance than the established source and channel coding methods. while, so far, research efforts mainly concentrated on architecture and model improvements toward a static target domain. despite their successes, such learned models are still suboptimal due to the limitations in model capacity and imperfect optimization and generalization, particularly when the testing data distribution or channel response is different from that adopted for model training, as is likely to be the case in real-world. to tackle this, we propose a novel online learned joint source and channel coding approach that leverages the deep learning model's overfitting property. specifically, we update the off-the-shelf pre-trained models after deployment in a lightweight online fashion to adapt to the distribution shifts in source data and environment domain. we take the overfitting concept to the extreme, proposing a series of implementation-friendly methods to adapt the codec model or representations to an individual data or channel state instance, which can further lead to substantial gains in terms of the bandwidth ratio-distortion performance. the proposed methods enable the communication-efficient adaptation for all parameters in the network without sacrificing decoding speed. our experiments, including user study, on continually changing target source data and wireless channel environments, demonstrate the effectiveness and efficiency of our approach, on which we outperform existing state-of-the-art engineered transmission scheme (vvc combined with 5g ldpc coded transmission).",,2022-11-08,2023-04-11,"['jincheng dai', 'sixian wang', 'ke yang', 'kailin tan', 'xiaoqi qin', 'zhongwei si', 'kai niu', 'ping zhang']",https://arxiv.org/pdf/2211.04339.pdf
197,2211.04658,supra: superpixel guided loss for improved multi-modal segmentation in   endoscopy,cs.cv cs.lg q-bio.qm,"domain shift is a well-known problem in the medical imaging community. in particular, for endoscopic image analysis where the data can have different modalities the performance of deep learning (dl) methods gets adversely affected. in other words, methods developed on one modality cannot be used for a different modality. however, in real clinical settings, endoscopists switch between modalities for better mucosal visualisation. in this paper, we explore the domain generalisation technique to enable dl methods to be used in such scenarios. to this extend, we propose to use super pixels generated with simple linear iterative clustering (slic) which we refer to as ""supra"" for superpixel augmented method. supra first generates a preliminary segmentation mask making use of our new loss ""slicloss"" that encourages both an accurate and color-consistent segmentation. we demonstrate that slicloss when combined with binary cross entropy loss (bce) can improve the model's generalisability with data that presents significant domain shift. we validate this novel compound loss on a vanilla u-net using the endouda dataset, which contains images for barret's esophagus and polyps from two modalities. we show that our method yields an improvement of nearly 20% in the target domain set compared to the baseline.",,2022-11-08,2023-04-09,"['rafael martinez-garcia-peña', 'mansoor ali teevno', 'gilberto ochoa-ruiz', 'sharib ali']",https://arxiv.org/pdf/2211.04658.pdf
198,2211.05207,interpretable machine learning system to eeg patterns on the   ictal-interictal-injury continuum,cs.cv cs.ai cs.lg,"in intensive care units (icus), critically ill patients are monitored with electroencephalograms (eegs) to prevent serious brain injury. the number of patients who can be monitored is constrained by the availability of trained physicians to read eegs, and eeg interpretation can be subjective and prone to inter-observer variability. automated deep learning systems for eeg could reduce human bias and accelerate the diagnostic process. however, black box deep learning models are untrustworthy, difficult to troubleshoot, and lack accountability in real-world applications, leading to a lack of trust and adoption by clinicians. to address these challenges, we propose a novel interpretable deep learning model that not only predicts the presence of harmful brainwave patterns but also provides high-quality case-based explanations of its decisions. our model performs better than the corresponding black box model, despite being constrained to be interpretable. the learned 2d embedded space provides the first global overview of the structure of ictal-interictal-injury continuum brainwave patterns. the ability to understand how our model arrived at its decisions will not only help clinicians to diagnose and treat harmful brain activities more accurately but also increase their trust and adoption of machine learning models in clinical practice; this could be an integral component of the icu neurologists' standard workflow.",,2022-11-09,2023-04-11,"['alina jade barnett', 'zhicheng guo', 'jin jing', 'wendong ge', 'cynthia rudin', 'm. brandon westover']",https://arxiv.org/pdf/2211.05207.pdf
199,2211.06512,stackelberg meta-learning based control for guided cooperative lqg   systems,eess.sy cs.sy,"guided cooperation allows intelligent agents with heterogeneous capabilities to work together by following a leader-follower type of interaction. however, the associated control problem becomes challenging when the leader agent does not have complete information about follower agents. there is a need for learning and adaptation of cooperation plans. to this end, we develop a meta-learning-based stackelberg game-theoretic framework to address the challenges in the guided cooperative control for linear systems. we first formulate the guided cooperation between agents as a dynamic stackelberg game and use the feedback stackelberg equilibrium as the agent-wise cooperation strategy. we further leverage meta-learning to address the incomplete information of follower agents, where the leader agent learns a meta-response model from a prescribed set of followers offline and adapts to a new coming cooperation task with a small amount of learning data. we use a case study in robot teaming to corroborate the effectiveness of our framework. comparison with other learning approaches also shows that our learned cooperation strategy provides better transferability for different cooperation tasks.",,2022-11-11,2023-04-06,"['yuhan zhao', 'quanyan zhu']",https://arxiv.org/pdf/2211.06512.pdf
200,2211.06524,quantum split neural network learning using cross-channel pooling,quant-ph cs.ai cs.lg,"in recent years, the field of quantum science has attracted significant interest across various disciplines, including quantum machine learning, quantum communication, and quantum computing. among these emerging areas, quantum federated learning (qfl) has gained particular attention due to the integration of quantum neural networks (qnns) with traditional federated learning (fl) techniques. in this study, a novel approach entitled quantum split learning (qsl) is presented, which represents an advanced extension of classical split learning. previous research in classical computing has demonstrated numerous advantages of split learning, such as accelerated convergence, reduced communication costs, and enhanced privacy protection. to maximize the potential of qsl, cross-channel pooling is introduced, a technique that capitalizes on the distinctive properties of quantum state tomography facilitated by qnns. through rigorous numerical analysis, evidence is provided that qsl not only achieves a 1.64\% higher top-1 accuracy compared to qfl but also demonstrates robust privacy preservation in the context of the mnist classification task.",,2022-11-11,2023-04-08,"['won joon yun', 'hankyul baek', 'joongheon kim']",https://arxiv.org/pdf/2211.06524.pdf
